#chr	start	end	startCpG	endCpG	target	region	lenCpG	bp	tg_mean	bg_mean	delta_means	delta_quants	delta_maxmin	ttest	direction	anno	gene
chr13	22036153	22036386	18588136	18588142	Gastric-Ep	chr13:22036153-22036386	6CpGs	233bp	0.101	0.937	0.836	0.692	0.569	9.51e-125	U	Intergenic	ZDHHC20
chr5	131962215	131962762	8539986	8539993	Gastric-Ep	chr5:131962215-131962762	7CpGs	547bp	0.195	0.949	0.754	0.631	0.562	9.88e-154	U	intron	RAD50
chr3	30693303	30693495	4707956	4707962	Gastric-Ep	chr3:30693303-30693495	6CpGs	192bp	0.0587	0.936	0.877	0.662	0.56	8.8e-106	U	intron	TGFBR2
chr14	58976252	58976885	19676603	19676611	Gastric-Ep	chr14:58976252-58976885	8CpGs	633bp	0.0959	0.951	0.855	0.76	0.56	2.93e-160	U	intron	KIAA0586
chr14	50604935	50605126	19602220	19602227	Gastric-Ep	chr14:50604935-50605126	7CpGs	191bp	0.138	0.966	0.828	0.735	0.554	5.06e-169	U	intron	SOS2
chr16	28984636	28984737	21533894	21533900	Gastric-Ep	chr16:28984636-28984737	6CpGs	101bp	0.049	0.879	0.83	0.67	0.552	8.6e-109	U	Intergenic	SPNS1
chr8	117703911	117704068	13095534	13095540	Gastric-Ep	chr8:117703911-117704068	6CpGs	157bp	0.186	0.964	0.777	0.678	0.552	4.66e-173	U	intron	EIF3H
chr15	59988949	59989042	20610398	20610404	Gastric-Ep	chr15:59988949-59989042	6CpGs	93bp	0.0759	0.909	0.834	0.659	0.55	6.07e-107	U	Intergenic	BNIP2
chr2	112824910	112825171	3326411	3326421	Gastric-Ep	chr2:112824910-112825171	10CpGs	261bp	0.163	0.949	0.785	0.642	0.548	5.45e-143	U	intron	TMEM87B
chr19	11995926	11996155	24328007	24328013	Gastric-Ep	chr19:11995926-11996155	6CpGs	229bp	0.134	0.926	0.792	0.622	0.545	6.18e-109	U	Intergenic	ZNF69
chr1	77570358	77570467	972695	972700	Gastric-Ep	chr1:77570358-77570467	5CpGs	109bp	0.0212	0.931	0.91	0.701	0.544	2.2e-99	U	intron	PIGK
chr6	107388675	107389286	9958760	9958774	Gastric-Ep	chr6:107388675-107389286	14CpGs	611bp	0.0297	0.923	0.893	0.675	0.542	1.77e-106	U	intron	C6orf203
chr3	137889349	137890144	5572885	5572894	Gastric-Ep	chr3:137889349-137890144	9CpGs	795bp	0.108	0.937	0.829	0.665	0.541	1.62e-134	U	intron	DBR1
chr17	554292	554702	22196636	22196645	Gastric-Ep	chr17:554292-554702	9CpGs	410bp	0.0557	0.927	0.871	0.673	0.538	2.34e-106	U	intron	VPS53
chr8	126244487	126244601	13165140	13165147	Gastric-Ep	chr8:126244487-126244601	7CpGs	114bp	0.127	0.943	0.816	0.652	0.537	5.94e-124	U	intron	NSMCE2
chr15	42149853	42150275	20449369	20449374	Gastric-Ep	chr15:42149853-42150275	5CpGs	422bp	0.0609	0.913	0.852	0.632	0.536	3.12e-105	U	exon,intron	SPTBN5
chr1	32411721	32411804	542967	542974	Gastric-Ep	chr1:32411721-32411804	7CpGs	83bp	0.168	0.964	0.796	0.746	0.536	2.43e-179	U	Intergenic	PTP4A2
chr22	41891370	41891750	26562395	26562406	Gastric-Ep	chr22:41891370-41891750	11CpGs	380bp	0.0252	0.935	0.91	0.645	0.534	7.96e-95	U	intron	ACO2
chr11	47890596	47891033	16438418	16438423	Gastric-Ep	chr11:47890596-47891033	5CpGs	437bp	0.0423	0.922	0.88	0.711	0.534	1.76e-117	U	Intergenic	NUP160
chr1	235359359	235359698	2138901	2138906	Gastric-Ep	chr1:235359359-235359698	5CpGs	339bp	0.073	0.938	0.865	0.73	0.532	1.26e-131	U	intron	ARID4B
chr16	69915981	69916642	21869637	21869650	Gastric-Ep	chr16:69915981-69916642	13CpGs	661bp	0.138	0.942	0.804	0.618	0.529	2.47e-123	U	intron	WWP2
chr6	523301	523902	9059824	9059831	Gastric-Ep	chr6:523301-523902	7CpGs	601bp	0.131	0.954	0.823	0.703	0.527	3.8e-141	U	intron	EXOC2
chr11	129742385	129742665	17212411	17212417	Gastric-Ep	chr11:129742385-129742665	6CpGs	280bp	0.0285	0.898	0.87	0.656	0.526	9.43e-98	U	intron	NFRKB
chr8	6595371	6595860	12188996	12189001	Gastric-Ep	chr8:6595371-6595860	5CpGs	489bp	0.0819	0.954	0.872	0.751	0.52	6.24e-140	U	intron	AGPAT5
chr3	137718956	137719529	5571335	5571341	Gastric-Ep	chr3:137718956-137719529	6CpGs	573bp	0.00935	0.909	0.899	0.763	0.52	3.7e-114	U	intron	CLDN18
chr2	103094465	103095286	3231690	3231704	Gastric-Ep	chr2:103094465-103095286	14CpGs	821bp	0.0318	0.878	0.846	0.598	0.519	5.32e-82	U	intron	SLC9A4
chr9	71673940	71674379	13836580	13836587	Gastric-Ep	chr9:71673940-71674379	7CpGs	439bp	0.038	0.949	0.911	0.748	0.519	1.18e-131	U	intron	FXN
chr1	97097307	97098041	1115342	1115347	Gastric-Ep	chr1:97097307-97098041	5CpGs	734bp	0.0225	0.905	0.882	0.666	0.519	4.71e-95	U	Intergenic	PTBP2
chr21	35736753	35736986	25977714	25977723	Gastric-Ep	chr21:35736753-35736986	9CpGs	233bp	0.0278	0.915	0.887	0.742	0.519	2.85e-110	U	intron	KCNE2
chr4	170519481	170520010	7354154	7354159	Gastric-Ep	chr4:170519481-170520010	5CpGs	529bp	0.281	0.957	0.677	0.573	0.518	2.68e-152	U	exon,intron	NEK1
chr1	180988876	180989065	1658164	1658170	Gastric-Ep	chr1:180988876-180989065	6CpGs	189bp	0.111	0.936	0.826	0.675	0.514	3.94e-138	U	intron	STX6
chr8	135939325	135939699	13244469	13244477	Gastric-Ep	chr8:135939325-135939699	8CpGs	374bp	0.0125	0.906	0.893	0.665	0.507	7.57e-96	U	Intergenic	MIR30D
chr21	35737943	35738215	25977729	25977736	Gastric-Ep	chr21:35737943-35738215	7CpGs	272bp	0.014	0.91	0.896	0.65	0.506	1.51e-94	U	intron	KCNE2
chr2	39017864	39018065	2690653	2690660	Gastric-Ep	chr2:39017864-39018065	7CpGs	201bp	0.0847	0.928	0.843	0.618	0.505	1.01e-112	U	Intergenic	GEMIN6
chr8	74278573	74278808	12794472	12794479	Gastric-Ep	chr8:74278573-74278808	7CpGs	235bp	0.0867	0.952	0.865	0.718	0.503	4.97e-124	U	Intergenic	STAU2-AS1
chr15	66564801	66565063	20683929	20683935	Gastric-Ep	chr15:66564801-66565063	6CpGs	262bp	0.0262	0.94	0.914	0.742	0.502	1.48e-120	U	Intergenic	MEGF11
chr1	66090070	66090319	901640	901645	Gastric-Ep	chr1:66090070-66090319	5CpGs	249bp	0.122	0.896	0.774	0.588	0.5	1.56e-101	U	intron	LEPR
chr4	184013404	184013610	7456576	7456582	Gastric-Ep	chr4:184013404-184013610	6CpGs	206bp	0.0608	0.943	0.882	0.744	0.492	6.82e-128	U	Intergenic	WWC2-AS2
chr16	81295026	81295120	22002090	22002096	Gastric-Ep	chr16:81295026-81295120	6CpGs	94bp	0.0262	0.893	0.867	0.639	0.491	1.21e-89	U	intron	BCMO1
chr3	137719689	137721032	5571342	5571357	Gastric-Ep	chr3:137719689-137721032	15CpGs	1343bp	0.0118	0.895	0.883	0.686	0.487	1.37e-102	U	intron	CLDN18
chr4	25304099	25304397	6374688	6374694	Gastric-Ep	chr4:25304099-25304397	6CpGs	298bp	0.059	0.923	0.864	0.72	0.487	8.22e-118	U	Intergenic	ZCCHC4
chr12	77624848	77624911	17954555	17954560	Gastric-Ep	chr12:77624848-77624911	5CpGs	63bp	0.0149	0.933	0.918	0.709	0.486	5.28e-114	U	Intergenic	E2F7
chr7	55608700	55608774	11099150	11099155	Gastric-Ep	chr7:55608700-55608774	5CpGs	74bp	0.101	0.923	0.822	0.566	0.485	4.27e-100	U	intron	VOPP1
chr14	69643149	69643543	19771659	19771664	Gastric-Ep	chr14:69643149-69643543	5CpGs	394bp	0.0668	0.916	0.849	0.619	0.483	2.26e-99	U	Intergenic	EXD2
chr5	147294274	147294323	8698351	8698356	Gastric-Ep	chr5:147294274-147294323	5CpGs	49bp	0.0603	0.941	0.881	0.745	0.483	7.86e-129	U	Intergenic	C5orf46
chr11	110368814	110369336	17007109	17007115	Gastric-Ep	chr11:110368814-110369336	6CpGs	522bp	0.0211	0.871	0.85	0.655	0.482	4.44e-86	U	Intergenic	FDX1
chr15	75766784	75767110	20791074	20791079	Gastric-Ep	chr15:75766784-75767110	5CpGs	326bp	0.114	0.886	0.772	0.538	0.478	3.18e-85	U	intron	PTPN9
chr13	73568137	73568877	18992923	18992932	Gastric-Ep	chr13:73568137-73568877	9CpGs	740bp	0.107	0.923	0.816	0.578	0.478	2.69e-93	U	intron	PIBF1
chr15	42045333	42045534	20447691	20447697	Gastric-Ep	chr15:42045333-42045534	6CpGs	201bp	0.0639	0.916	0.852	0.61	0.477	8.91e-99	U	intron	MGA
chr19	34933440	34933588	24627846	24627853	Gastric-Ep	chr19:34933440-34933588	7CpGs	148bp	0.0972	0.913	0.815	0.644	0.477	8.04e-105	U	intron	UBA2
chr10	7217764	7218323	14731160	14731171	Gastric-Ep	chr10:7217764-7218323	11CpGs	559bp	0.0464	0.913	0.866	0.635	0.476	1.96e-92	U	exon,intron	SFMBT2
chr3	137718038	137718569	5571322	5571333	Gastric-Ep	chr3:137718038-137718569	11CpGs	531bp	0.0137	0.849	0.835	0.645	0.476	7.14e-85	U	intron	CLDN18
chr1	227219593	227220212	2042399	2042404	Gastric-Ep	chr1:227219593-227220212	5CpGs	619bp	0.12	0.92	0.8	0.676	0.472	1.01e-122	U	intron	CDC42BPA
chr1	61729101	61729405	861254	861261	Gastric-Ep	chr1:61729101-61729405	7CpGs	304bp	0.127	0.933	0.806	0.64	0.472	1.37e-123	U	intron	NFIA
chr10	490007	490215	14639943	14639953	Gastric-Ep	chr10:490007-490215	10CpGs	208bp	0.0672	0.938	0.871	0.626	0.472	4.34e-104	U	intron	DIP2C
chr12	32651756	32651898	17589097	17589102	Gastric-Ep	chr12:32651756-32651898	5CpGs	142bp	0.0184	0.926	0.907	0.683	0.471	5.79e-90	U	Intergenic	FGD4
chr4	85385908	85385981	6780366	6780371	Gastric-Ep	chr4:85385908-85385981	5CpGs	73bp	0.078	0.898	0.82	0.545	0.469	3.58e-77	U	Intergenic	NKX6-1
chr19	12416506	12416750	24334605	24334611	Gastric-Ep	chr19:12416506-12416750	6CpGs	244bp	0.0957	0.928	0.832	0.653	0.466	1.3e-117	U	Intergenic	ZNF44
chr9	114651409	114651885	14223979	14223997	Gastric-Ep	chr9:114651409-114651885	18CpGs	476bp	0.09	0.928	0.838	0.705	0.462	9.58e-130	U	Intergenic	UGCG
chr1	38353963	38354186	619266	619271	Gastric-Ep	chr1:38353963-38354186	5CpGs	223bp	0.0598	0.927	0.867	0.666	0.46	2.28e-102	U	intron	INPP5B
chr2	128021537	128021766	3460233	3460239	Gastric-Ep	chr2:128021537-128021766	6CpGs	229bp	0.0566	0.916	0.86	0.582	0.459	6.68e-88	U	intron	ERCC3
chr13	28625182	28625467	18661940	18661946	Gastric-Ep	chr13:28625182-28625467	6CpGs	285bp	0.0345	0.932	0.898	0.631	0.456	1.04e-98	U	intron	FLT3
chr4	186492550	186492641	7490667	7490672	Gastric-Ep	chr4:186492550-186492641	5CpGs	91bp	0.051	0.907	0.856	0.707	0.453	9.51e-104	U	Intergenic	PDLIM3
chr11	7577383	7577579	16105919	16105930	Gastric-Ep	chr11:7577383-7577579	11CpGs	196bp	0.109	0.943	0.834	0.663	0.453	1.07e-121	U	intron	PPFIBP2
chr2	52957376	52957515	2811865	2811877	Gastric-Ep	chr2:52957376-52957515	12CpGs	139bp	0.0625	0.953	0.891	0.716	0.453	7.08e-130	U	Intergenic	CHAC2
chr10	47098575	47098742	15107027	15107032	Gastric-Ep	chr10:47098575-47098742	5CpGs	167bp	0.0633	0.894	0.831	0.599	0.452	9.13e-83	U	intron	LINC00842
chr2	158327858	158328298	3693156	3693163	Gastric-Ep	chr2:158327858-158328298	7CpGs	440bp	0.0421	0.9	0.857	0.586	0.451	2.39e-75	U	Intergenic	CYTIP
chr15	89137562	89138339	20931559	20931565	Gastric-Ep	chr15:89137562-89138339	6CpGs	777bp	0.0672	0.869	0.802	0.543	0.451	1.5e-67	U	Intergenic	MIR1179
chr5	137719883	137720055	8601515	8601520	Gastric-Ep	chr5:137719883-137720055	5CpGs	172bp	0.145	0.958	0.814	0.73	0.448	9.19e-141	U	intron	KDM3B
chr2	239252776	239253198	4372475	4372481	Gastric-Ep	chr2:239252776-239253198	6CpGs	422bp	0.0395	0.907	0.867	0.623	0.445	3.45e-90	U	intron	TRAF3IP1
chr10	120931928	120932152	15769414	15769422	Gastric-Ep	chr10:120931928-120932152	8CpGs	224bp	0.163	0.942	0.779	0.618	0.443	9.92e-128	U	intron	PRDX3
chr11	77707540	77707699	16786083	16786094	Gastric-Ep	chr11:77707540-77707699	11CpGs	159bp	0.0566	0.926	0.869	0.731	0.442	1.5e-107	U	Intergenic	INTS4
chr5	139558842	139559371	8626308	8626320	Gastric-Ep	chr5:139558842-139559371	12CpGs	529bp	0.174	0.943	0.769	0.667	0.44	1.83e-135	U	intron	CYSTM1
chr17	7904025	7904133	22345047	22345053	Gastric-Ep	chr17:7904025-7904133	6CpGs	108bp	0.102	0.902	0.8	0.551	0.44	6.59e-84	U	Intergenic	GUCY2D
chr6	34530231	34530402	9447575	9447582	Gastric-Ep	chr6:34530231-34530402	7CpGs	171bp	0.126	0.905	0.779	0.618	0.44	5.12e-103	U	Intergenic	SPDEF
chr6	24752424	24752713	9316860	9316870	Gastric-Ep	chr6:24752424-24752713	10CpGs	289bp	0.101	0.905	0.804	0.604	0.439	5.41e-99	U	Intergenic	GMNN
chr14	39809134	39809876	19535308	19535316	Gastric-Ep	chr14:39809134-39809876	8CpGs	742bp	0.16	0.901	0.741	0.5	0.439	1.99e-77	U	intron	CTAGE5
chr7	23380702	23381051	10807671	10807677	Gastric-Ep	chr7:23380702-23381051	6CpGs	349bp	0.117	0.931	0.814	0.652	0.439	4e-106	U	intron	IGF2BP3
chr6	41743174	41743288	9529476	9529486	Gastric-Ep	chr6:41743174-41743288	10CpGs	114bp	0.135	0.932	0.797	0.622	0.438	3.76e-115	U	exon	FRS3
chr11	108055929	108056301	16989825	16989830	Gastric-Ep	chr11:108055929-108056301	5CpGs	372bp	0.129	0.941	0.811	0.584	0.437	1.27e-115	U	intron	NPAT
chr9	128467739	128468047	14361860	14361865	Gastric-Ep	chr9:128467739-128468047	5CpGs	308bp	0.0735	0.935	0.861	0.715	0.435	1.54e-114	U	intron	MAPKAP1
chr7	128693099	128693328	11740372	11740382	Gastric-Ep	chr7:128693099-128693328	10CpGs	229bp	0.197	0.914	0.717	0.533	0.434	4.24e-125	U	intron	TNPO3
chr19	12269298	12269551	24332411	24332421	Gastric-Ep	chr19:12269298-12269551	10CpGs	253bp	0.0543	0.92	0.865	0.646	0.432	2.41e-95	U	Intergenic	ZNF625-ZNF20
chr6	41709978	41710195	9528973	9528983	Gastric-Ep	chr6:41709978-41710195	10CpGs	217bp	0.0859	0.916	0.83	0.623	0.431	1.43e-103	U	exon	PGC
chr5	127000250	127000320	8504973	8504978	Gastric-Ep	chr5:127000250-127000320	5CpGs	70bp	0.0162	0.892	0.876	0.62	0.43	1.42e-78	U	Intergenic	CTXN3
chr1	206318507	206319161	1857399	1857404	Gastric-Ep	chr1:206318507-206319161	5CpGs	654bp	0.0676	0.9	0.833	0.635	0.427	1.02e-97	U	Intergenic	CTSE
chr9	94937344	94937635	14037253	14037264	Gastric-Ep	chr9:94937344-94937635	11CpGs	291bp	0.177	0.932	0.755	0.562	0.426	2.87e-120	U	Intergenic	LINC00475
chr9	98657066	98657262	14085781	14085789	Gastric-Ep	chr9:98657066-98657262	8CpGs	196bp	0.286	0.962	0.676	0.518	0.424	3.35e-142	U	intron	ERCC6L2
chr1	206317660	206318358	1857384	1857398	Gastric-Ep	chr1:206317660-206318358	14CpGs	698bp	0.0241	0.919	0.894	0.726	0.424	1.23e-108	U	Intergenic	CTSE
chr2	8427976	8428306	2383483	2383490	Gastric-Ep	chr2:8427976-8428306	7CpGs	330bp	0.0639	0.891	0.827	0.539	0.424	8.21e-76	U	intron	LINC00299
chr6	130332560	130332959	10123525	10123530	Gastric-Ep	chr6:130332560-130332959	5CpGs	399bp	0.0689	0.941	0.872	0.746	0.422	1.32e-122	U	Intergenic	L3MBTL3
chr6	137024998	137025505	10176029	10176034	Gastric-Ep	chr6:137024998-137025505	5CpGs	507bp	0.1	0.919	0.819	0.528	0.422	9.76e-82	U	intron	MAP3K5
chr6	137024152	137024470	10176019	10176024	Gastric-Ep	chr6:137024152-137024470	5CpGs	318bp	0.0678	0.953	0.886	0.78	0.422	5.35e-134	U	intron	MAP3K5
chr12	122177926	122178119	18360145	18360152	Gastric-Ep	chr12:122177926-122178119	7CpGs	193bp	0.0501	0.92	0.87	0.645	0.421	1.71e-91	U	intron	TMEM120B
chr6	31003344	31003555	9392085	9392094	Gastric-Ep	chr6:31003344-31003555	9CpGs	211bp	0.178	0.887	0.709	0.477	0.421	8.31e-29	U	Intergenic	HCG22
chr6	41711422	41712518	9529005	9529014	Gastric-Ep	chr6:41711422-41712518	9CpGs	1096bp	0.0468	0.861	0.814	0.572	0.417	1.26e-76	U	intron	PGC
chr3	29884926	29885392	4703161	4703169	Gastric-Ep	chr3:29884926-29885392	8CpGs	466bp	0.0691	0.902	0.833	0.659	0.417	3.69e-98	U	intron	RBMS3
chr3	61924201	61924583	5022546	5022555	Gastric-Ep	chr3:61924201-61924583	9CpGs	382bp	0.138	0.922	0.784	0.549	0.417	1.05e-91	U	intron	PTPRG
chr2	203957782	203958406	4029873	4029882	Gastric-Ep	chr2:203957782-203958406	9CpGs	624bp	0.12	0.94	0.819	0.611	0.417	9.75e-121	U	intron	NBEAL1
chr6	157476133	157476563	10353282	10353291	Gastric-Ep	chr6:157476133-157476563	9CpGs	430bp	0.0665	0.928	0.861	0.54	0.416	5.2e-89	U	intron	ARID1B
chr8	16856591	16857118	12304845	12304853	Gastric-Ep	chr8:16856591-16857118	8CpGs	527bp	0.127	0.915	0.788	0.582	0.416	5.35e-101	U	intron	FGF20
chr12	125410972	125411147	18421930	18421936	Gastric-Ep	chr12:125410972-125411147	6CpGs	175bp	0.0514	0.884	0.833	0.584	0.416	2.87e-86	U	Intergenic	MIR5188
chr4	25851481	25851741	6381198	6381205	Gastric-Ep	chr4:25851481-25851741	7CpGs	260bp	0.0399	0.899	0.859	0.552	0.415	8.78e-79	U	intron	SEL1L3
chr5	139642009	139642271	8627062	8627067	Gastric-Ep	chr5:139642009-139642271	5CpGs	262bp	0.107	0.892	0.785	0.564	0.414	1.33e-84	U	intron	PFDN1
chr12	101015926	101016132	18114343	18114348	Gastric-Ep	chr12:101015926-101016132	5CpGs	206bp	0.0832	0.917	0.834	0.62	0.412	3.3e-87	U	intron	GAS2L3
chr19	52683528	52684016	24957095	24957104	Gastric-Ep	chr19:52683528-52684016	9CpGs	488bp	0.0193	0.903	0.884	0.601	0.412	3.53e-86	U	Intergenic	PPP2R1A,ZNF836
chr4	122607782	122608154	7023414	7023421	Gastric-Ep	chr4:122607782-122608154	7CpGs	372bp	0.051	0.938	0.887	0.74	0.411	1.21e-109	U	intron	ANXA5
chr6	157431621	157432058	10352645	10352655	Gastric-Ep	chr6:157431621-157432058	10CpGs	437bp	0.0924	0.935	0.842	0.636	0.411	3.47e-99	U	intron	ARID1B
chr6	107647431	107647794	9962183	9962190	Gastric-Ep	chr6:107647431-107647794	7CpGs	363bp	0.262	0.962	0.7	0.539	0.41	1.63e-123	U	intron	PDSS2
chr12	112694142	112694609	18238443	18238448	Gastric-Ep	chr12:112694142-112694609	5CpGs	467bp	0.261	0.922	0.661	0.512	0.41	4.68e-112	U	intron	HECTD4
chr13	34897662	34897830	18720565	18720570	Gastric-Ep	chr13:34897662-34897830	5CpGs	168bp	0.0347	0.884	0.849	0.625	0.408	6.32e-78	U	Intergenic	LINC00457
chr15	85779733	85779916	20903477	20903482	Gastric-Ep	chr15:85779733-85779916	5CpGs	183bp	0.189	0.937	0.748	0.583	0.408	1.18e-65	U	Intergenic	LOC642423
chr3	141945963	141946013	5609417	5609424	Gastric-Ep	chr3:141945963-141946013	7CpGs	50bp	0.22	0.939	0.719	0.59	0.406	5.96e-132	U	Intergenic	GK5
chr2	201759541	201760490	4005527	4005534	Gastric-Ep	chr2:201759541-201760490	7CpGs	949bp	0.0472	0.921	0.873	0.715	0.406	4.66e-109	U	exon	NIF3L1
chr17	9385443	9386060	22371081	22371090	Gastric-Ep	chr17:9385443-9386060	9CpGs	617bp	0.15	0.932	0.783	0.532	0.406	1.28e-94	U	intron	STX8
chr1	155154344	155154567	1432567	1432583	Gastric-Ep	chr1:155154344-155154567	16CpGs	223bp	0.122	0.913	0.79	0.572	0.405	2.97e-103	U	exon	TRIM46
chr6	41714072	41714799	9529049	9529055	Gastric-Ep	chr6:41714072-41714799	6CpGs	727bp	0.0493	0.871	0.822	0.495	0.404	1.71e-59	U	intron	PGC
chr3	117395114	117395207	5380178	5380183	Gastric-Ep	chr3:117395114-117395207	5CpGs	93bp	0.0606	0.924	0.864	0.677	0.404	3.4e-111	U	Intergenic	LSAMP-AS3
chr4	25304741	25305075	6374704	6374718	Gastric-Ep	chr4:25304741-25305075	14CpGs	334bp	0.113	0.941	0.828	0.726	0.402	1.01e-136	U	Intergenic	ZCCHC4
chr10	53155445	53156109	15159619	15159628	Gastric-Ep	chr10:53155445-53156109	9CpGs	664bp	0.0969	0.884	0.788	0.537	0.401	2.61e-79	U	intron	PRKG1
chr11	16981380	16981822	16189206	16189216	Gastric-Ep	chr11:16981380-16981822	10CpGs	442bp	0.0212	0.864	0.843	0.463	0.4	2.46e-58	U	intron	PLEKHA7
chr11	124888026	124888585	17161838	17161843	Gastric-Ep	chr11:124888026-124888585	5CpGs	559bp	0.0866	0.941	0.854	0.659	0.399	4.23e-116	U	intron	CCDC15
chr1	22009003	22009160	388619	388625	Gastric-Ep	chr1:22009003-22009160	6CpGs	157bp	0.259	0.951	0.691	0.537	0.399	2.19e-130	U	intron	USP48
chr11	59303419	59303666	16497036	16497043	Gastric-Ep	chr11:59303419-59303666	7CpGs	247bp	0.0196	0.9	0.881	0.572	0.398	4.36e-78	U	Intergenic	OR4D9
chr1	63172493	63172635	875613	875619	Gastric-Ep	chr1:63172493-63172635	6CpGs	142bp	0.052	0.942	0.89	0.745	0.397	1.87e-103	U	Intergenic	DOCK7
chr2	230703805	230704083	4253760	4253766	Gastric-Ep	chr2:230703805-230704083	6CpGs	278bp	0.132	0.939	0.807	0.604	0.397	4.52e-112	U	intron	TRIP12
chr14	93606446	93606669	20002736	20002744	Gastric-Ep	chr14:93606446-93606669	8CpGs	223bp	0.0222	0.866	0.844	0.535	0.395	1.66e-66	U	Intergenic	ITPK1
chr2	232518924	232519110	4276824	4276829	Gastric-Ep	chr2:232518924-232519110	5CpGs	186bp	0.144	0.944	0.8	0.644	0.395	1.92e-116	U	Intergenic	PTMA
chr13	74588468	74588895	19001543	19001549	Gastric-Ep	chr13:74588468-74588895	6CpGs	427bp	0.0426	0.938	0.896	0.591	0.394	2.55e-92	U	intron	KLF12
chr9	26847575	26848501	13607560	13607573	Gastric-Ep	chr9:26847575-26848501	13CpGs	926bp	0.24	0.959	0.719	0.611	0.394	3.16e-149	U	intron	CAAP1
chr16	30126072	30126338	21557330	21557335	Gastric-Ep	chr16:30126072-30126338	5CpGs	266bp	0.0425	0.889	0.847	0.483	0.393	2.43e-64	U	exon,intron	MAPK3
chr6	119149733	119150369	10052560	10052573	Gastric-Ep	chr6:119149733-119150369	13CpGs	636bp	0.25	0.947	0.697	0.534	0.392	2.92e-129	U	exon,intron	MCM9
chr11	71731490	71731641	16717050	16717055	Gastric-Ep	chr11:71731490-71731641	5CpGs	151bp	0.176	0.893	0.717	0.552	0.392	5.69e-94	U	intron	NUMA1
chr20	58554277	58554745	25694738	25694748	Gastric-Ep	chr20:58554277-58554745	10CpGs	468bp	0.0211	0.925	0.904	0.655	0.391	3.61e-89	U	intron	CDH26
chr3	100106061	100106292	5266887	5266896	Gastric-Ep	chr3:100106061-100106292	9CpGs	231bp	0.223	0.933	0.709	0.536	0.389	8.49e-103	U	intron	TOMM70A
chr5	90287841	90288285	8265343	8265348	Gastric-Ep	chr5:90287841-90288285	5CpGs	444bp	0.0444	0.903	0.859	0.606	0.388	1e-87	U	intron	GPR98
chr1	163641818	163642065	1522866	1522874	Gastric-Ep	chr1:163641818-163642065	8CpGs	247bp	0.174	0.928	0.754	0.557	0.388	5.3e-98	U	Intergenic	NUF2
chr4	159964521	159964568	7281930	7281935	Gastric-Ep	chr4:159964521-159964568	5CpGs	47bp	0.113	0.956	0.844	0.714	0.387	8.44e-133	U	Intergenic	C4orf45
chr9	114579556	114579749	14223234	14223239	Gastric-Ep	chr9:114579556-114579749	5CpGs	193bp	0.137	0.936	0.799	0.657	0.387	5.82e-120	U	Intergenic	C9orf84
chr11	124018081	124018612	17153779	17153789	Gastric-Ep	chr11:124018081-124018612	10CpGs	531bp	0.125	0.913	0.787	0.543	0.387	8.15e-98	U	TTS	VWA5A
chr12	80052815	80053053	17968894	17968905	Gastric-Ep	chr12:80052815-80053053	11CpGs	238bp	0.0963	0.945	0.849	0.698	0.385	2.19e-122	U	intron	PAWR
chr5	51416362	51416759	7967117	7967129	Gastric-Ep	chr5:51416362-51416759	12CpGs	397bp	0.0852	0.888	0.802	0.527	0.385	1.67e-77	U	Intergenic	PELO
chr2	198263460	198264377	3978544	3978550	Gastric-Ep	chr2:198263460-198264377	6CpGs	917bp	0.13	0.908	0.778	0.56	0.384	6.76e-101	U	intron	SF3B1
chr11	22172121	22172602	16235200	16235206	Gastric-Ep	chr11:22172121-22172602	6CpGs	481bp	0.0783	0.899	0.821	0.493	0.382	4.47e-76	U	Intergenic	ANO5
chr4	6958629	6958910	6205884	6205891	Gastric-Ep	chr4:6958629-6958910	7CpGs	281bp	0.0966	0.905	0.809	0.556	0.382	3.84e-84	U	intron	TBC1D14
chr11	19452919	19453543	16215399	16215405	Gastric-Ep	chr11:19452919-19453543	6CpGs	624bp	0.117	0.883	0.766	0.547	0.379	2.89e-82	U	intron	NAV2
chr16	11359108	11359359	21308185	21308191	Gastric-Ep	chr16:11359108-11359359	6CpGs	251bp	0.0824	0.89	0.807	0.46	0.379	4.9e-70	U	Intergenic	TNP2
chr21	42504879	42505065	26053848	26053853	Gastric-Ep	chr21:42504879-42505065	5CpGs	186bp	0.128	0.937	0.809	0.56	0.379	2.23e-106	U	Intergenic	LINC00323
chr4	38397982	38398298	6462653	6462658	Gastric-Ep	chr4:38397982-38398298	5CpGs	316bp	0.0761	0.896	0.82	0.53	0.377	2.34e-67	U	Intergenic	KLF3
chr11	111838578	111839355	17019292	17019298	Gastric-Ep	chr11:111838578-111839355	6CpGs	777bp	0.046	0.895	0.849	0.452	0.376	1.38e-59	U	intron	DIXDC1
chr16	58561943	58562829	21758467	21758472	Gastric-Ep	chr16:58561943-58562829	5CpGs	886bp	0.26	0.932	0.672	0.502	0.373	2.63e-102	U	exon,intron	CNOT1
chr3	194184924	194185088	6009769	6009775	Gastric-Ep	chr3:194184924-194185088	6CpGs	164bp	0.18	0.936	0.756	0.632	0.373	1.27e-110	U	intron	ATP13A3
chr12	1879652	1879899	17299605	17299610	Gastric-Ep	chr12:1879652-1879899	5CpGs	247bp	0.261	0.925	0.664	0.494	0.372	2.65e-104	U	intron	ADIPOR2
