#chr	start	end	startCpG	endCpG	target	region	lenCpG	bp	tg_mean	bg_mean	delta_means	delta_quants	delta_maxmin	ttest	direction
chr14	105317051	105317185	20790981	20790987	Neuron	chr14:105317051-105317185	6CpGs	134bp	0.212	0.9	0.687	0.393	-0.0274	5.87e-58	U
chr20	46062013	46062810	26472834	26472844	Neuron	chr20:46062013-46062810	10CpGs	797bp	0.325	0.902	0.577	0.361	-0.0291	5.54e-63	U
chr22	31853584	31854675	27514868	27514877	Neuron	chr22:31853584-31854675	9CpGs	1091bp	0.257	0.887	0.63	0.409	-0.0318	7.61e-62	U
chr20	4895096	4895313	26045246	26045253	Neuron	chr20:4895096-4895313	7CpGs	217bp	0.175	0.865	0.69	0.307	-0.0326	2.82e-39	U
chr15	74449517	74450045	21410777	21410790	Neuron	chr15:74449517-74450045	13CpGs	528bp	0.27	0.913	0.643	0.495	-0.0333	1.57e-84	U
chr22	31625263	31625597	27511223	27511230	Neuron	chr22:31625263-31625597	7CpGs	334bp	0.181	0.871	0.69	0.449	-0.0334	2.94e-58	U
chr9	129319636	129319709	14828076	14828082	Neuron	chr9:129319636-129319709	6CpGs	73bp	0.194	0.832	0.638	0.295	-0.0353	8.69e-42	U
chr12	119801743	119802390	18850780	18850786	Neuron	chr12:119801743-119802390	6CpGs	647bp	0.105	0.862	0.757	0.506	-0.0363	2.62e-61	U
chr11	64632790	64632867	17060647	17060653	Neuron	chr11:64632790-64632867	6CpGs	77bp	0.284	0.905	0.621	0.372	-0.037	8.1e-67	U
chr11	47584147	47584536	16878363	16878375	Neuron	chr11:47584147-47584536	12CpGs	389bp	0.308	0.898	0.59	0.314	-0.0374	2.71e-54	U
chr11	64919518	64919915	17067626	17067636	Neuron	chr11:64919518-64919915	10CpGs	397bp	0.348	0.886	0.537	0.359	-0.0379	9.32e-55	U
chr17	30711721	30711954	23355181	23355192	Neuron	chr17:30711721-30711954	11CpGs	233bp	0.357	0.94	0.584	0.525	-0.0384	1.33e-97	U
chr8	41894322	41894674	12899224	12899230	Neuron	chr8:41894322-41894674	6CpGs	352bp	0.29	0.91	0.62	0.388	-0.0392	9.3e-73	U
chr16	87694606	87694935	22798299	22798310	Neuron	chr16:87694606-87694935	11CpGs	329bp	0.279	0.934	0.655	0.532	-0.0393	1.11e-91	U
chr17	12918378	12918754	23098259	23098268	Neuron	chr17:12918378-12918754	9CpGs	376bp	0.202	0.912	0.71	0.377	-0.0404	4.98e-68	U
chr7	151092222	151092485	12308677	12308683	Neuron	chr7:151092222-151092485	6CpGs	263bp	0.298	0.876	0.578	0.404	-0.041	3.97e-58	U
chr1	208127864	208128068	1965521	1965526	Neuron	chr1:208127864-208128068	5CpGs	204bp	0.326	0.849	0.524	0.232	-0.0428	7.22e-34	U
chr11	63683822	63683905	17039579	17039584	Neuron	chr11:63683822-63683905	5CpGs	83bp	0.161	0.922	0.761	0.635	-0.0433	3.46e-75	U
chr16	85418867	85419082	22751011	22751018	Neuron	chr16:85418867-85419082	7CpGs	215bp	0.355	0.928	0.573	0.525	-0.0447	9.92e-80	U
chr19	19280724	19280940	25340502	25340511	Neuron	chr19:19280724-19280940	9CpGs	216bp	0.161	0.863	0.702	0.26	-0.0448	1.15e-37	U
chr12	122355371	122355821	18898269	18898282	Neuron	chr12:122355371-122355821	13CpGs	450bp	0.274	0.928	0.654	0.504	-0.0453	3.84e-82	U
chr13	30871456	30871835	19253644	19253660	Neuron	chr13:30871456-30871835	16CpGs	379bp	0.301	0.925	0.624	0.46	-0.0478	1.24e-76	U
chr1	2075871	2076118	53260	53270	Neuron	chr1:2075871-2076118	10CpGs	247bp	0.276	0.925	0.648	0.416	-0.0481	5.25e-71	U
chrX	53084854	53085707	28348974	28348989	Neuron	chrX:53084854-53085707	15CpGs	853bp	0.276	0.87	0.594	0.444	-0.0483	1.76e-60	U
chr1	9852155	9852376	206455	206461	Neuron	chr1:9852155-9852376	6CpGs	221bp	0.174	0.885	0.711	0.44	-0.0486	6.27e-57	U
chr1	209623535	209623953	1976945	1976961	Neuron	chr1:209623535-209623953	16CpGs	418bp	0.31	0.906	0.597	0.406	-0.049	3.31e-75	U
chr17	58089428	58089837	23711682	23711687	Neuron	chr17:58089428-58089837	5CpGs	409bp	0.326	0.898	0.573	0.346	-0.0497	1.7e-59	U
chr16	11679512	11679699	21948941	21948949	Neuron	chr16:11679512-11679699	8CpGs	187bp	0.166	0.913	0.747	0.325	-0.0514	2.31e-60	U
chr22	35959971	35960746	27560732	27560742	Neuron	chr22:35959971-35960746	10CpGs	775bp	0.225	0.885	0.659	0.413	-0.0536	6.01e-60	U
chr10	11301723	11301894	15176689	15176695	Neuron	chr10:11301723-11301894	6CpGs	171bp	0.289	0.948	0.659	0.487	-0.0546	2.49e-95	U
chr11	17739465	17739825	16643391	16643398	Neuron	chr11:17739465-17739825	7CpGs	360bp	0.163	0.841	0.678	0.543	-0.0553	1.55e-66	U
chr3	13052709	13053041	4690310	4690317	Neuron	chr3:13052709-13053041	7CpGs	332bp	0.341	0.888	0.548	0.319	-0.0561	2.45e-59	U
chr7	117022161	117023311	12005283	12005291	Neuron	chr7:117022161-117023311	8CpGs	1150bp	0.105	0.888	0.782	0.517	-0.0562	1.41e-65	U
chr8	10143768	10144014	12583492	12583499	Neuron	chr8:10143768-10144014	7CpGs	246bp	0.195	0.904	0.709	0.364	-0.0563	7.76e-67	U
chr12	1838195	1838265	17787689	17787697	Neuron	chr12:1838195-1838265	8CpGs	70bp	0.271	0.904	0.633	0.356	-0.057	2.26e-65	U
chr16	8895524	8895876	21911463	21911471	Neuron	chr16:8895524-8895876	8CpGs	352bp	0.371	0.888	0.517	0.39	-0.0578	6.38e-66	U
chr19	10979999	10980099	25166122	25166127	Neuron	chr19:10979999-10980099	5CpGs	100bp	0.134	0.802	0.668	0.371	-0.0582	2.7e-34	U
chr22	31624016	31624382	27511197	27511207	Neuron	chr22:31624016-31624382	10CpGs	366bp	0.187	0.892	0.705	0.386	-0.0583	4.35e-56	U
chr1	156418963	156419634	1542643	1542649	Neuron	chr1:156418963-156419634	6CpGs	671bp	0.234	0.855	0.621	0.359	-0.0605	7.06e-55	U
chr4	957443	957673	6260436	6260441	Neuron	chr4:957443-957673	5CpGs	230bp	0.337	0.869	0.531	0.309	-0.0619	9.49e-56	U
chr3	184339895	184340296	6081903	6081909	Neuron	chr3:184339895-184340296	6CpGs	401bp	0.232	0.885	0.653	0.403	-0.0628	3.37e-58	U
chr17	21073047	21073237	23210744	23210749	Neuron	chr17:21073047-21073237	5CpGs	190bp	0.291	0.872	0.581	0.287	-0.0633	1.47e-55	U
chr8	9909094	9909221	12580996	12581001	Neuron	chr8:9909094-9909221	5CpGs	127bp	0.184	0.782	0.598	0.268	-0.0638	1.37e-45	U
chr11	117870948	117871277	17565543	17565550	Neuron	chr11:117870948-117871277	7CpGs	329bp	0.238	0.875	0.637	0.428	-0.0646	3.33e-52	U
chr11	1421281	1421502	16469806	16469811	Neuron	chr11:1421281-1421502	5CpGs	221bp	0.221	0.885	0.664	0.437	-0.0652	1.81e-66	U
chr16	70761486	70761561	22571644	22571650	Neuron	chr16:70761486-70761561	6CpGs	75bp	0.207	0.93	0.723	0.57	-0.0653	1.26e-87	U
chr9	130173888	130174354	14845951	14845962	Neuron	chr9:130173888-130174354	11CpGs	466bp	0.17	0.845	0.675	0.139	-0.0654	5.7e-37	U
chr22	18974431	18974560	27319728	27319733	Neuron	chr22:18974431-18974560	5CpGs	129bp	0.164	0.802	0.638	0.388	-0.0667	6.85e-48	U
chr2	240817509	240817907	4537738	4537748	Neuron	chr2:240817509-240817907	10CpGs	398bp	0.34	0.866	0.526	0.319	-0.0669	5.89e-50	U
chr9	35831109	35831446	14059725	14059730	Neuron	chr9:35831109-35831446	5CpGs	337bp	0.288	0.833	0.545	0.311	-0.0677	5.14e-44	U
chr17	12953173	12953671	23098637	23098654	Neuron	chr17:12953173-12953671	17CpGs	498bp	0.299	0.94	0.641	0.473	-0.0679	1.76e-88	U
chr20	10222037	10222345	26087002	26087007	Neuron	chr20:10222037-10222345	5CpGs	308bp	0.163	0.899	0.736	0.512	-0.0679	5.46e-71	U
chrX	49193976	49194483	28313552	28313562	Neuron	chrX:49193976-49194483	10CpGs	507bp	0.293	0.866	0.573	0.38	-0.0683	1.64e-60	U
chr10	11279426	11279501	15176327	15176332	Neuron	chr10:11279426-11279501	5CpGs	75bp	0.207	0.917	0.71	0.38	-0.0693	6.43e-58	U
chr3	56173476	56173566	5090640	5090646	Neuron	chr3:56173476-56173566	6CpGs	90bp	0.335	0.843	0.508	0.171	-0.0707	6.67e-30	U
chr7	151091930	151092183	12308664	12308676	Neuron	chr7:151091930-151092183	12CpGs	253bp	0.337	0.91	0.573	0.41	-0.0716	6.29e-74	U
chr16	702640	702702	21745156	21745163	Neuron	chr16:702640-702702	7CpGs	62bp	0.268	0.891	0.622	0.455	-0.0717	1.35e-83	U
chr1	155873254	155873420	1533343	1533350	Neuron	chr1:155873254-155873420	7CpGs	166bp	0.122	0.87	0.747	0.462	-0.0733	1.83e-46	U
chr16	15129395	15129525	21994464	21994469	Neuron	chr16:15129395-15129525	5CpGs	130bp	0.25	0.89	0.641	0.209	-0.0737	3.48e-41	U
chr9	2174105	2174719	13805281	13805291	Neuron	chr9:2174105-2174719	10CpGs	614bp	0.37	0.911	0.541	0.264	-0.074	2.46e-54	U
chr15	28888845	28889129	20947036	20947044	Neuron	chr15:28888845-28889129	8CpGs	284bp	0.265	0.854	0.589	0.299	-0.0748	1.43e-51	U
chr20	4887711	4887814	26045143	26045148	Neuron	chr20:4887711-4887814	5CpGs	103bp	0.26	0.91	0.65	0.342	-0.0754	4.12e-56	U
chr15	78910173	78910380	21468948	21468954	Neuron	chr15:78910173-78910380	6CpGs	207bp	0.259	0.871	0.612	0.279	-0.0758	3.77e-50	U
chr4	751878	752178	6253856	6253868	Neuron	chr4:751878-752178	12CpGs	300bp	0.264	0.873	0.609	0.285	-0.0763	3.76e-44	U
chrX	149489093	149489654	29091069	29091074	Neuron	chrX:149489093-149489654	5CpGs	561bp	0.214	0.853	0.64	0.319	-0.0764	8.72e-45	U
chr7	100485051	100485415	11855259	11855272	Neuron	chr7:100485051-100485415	13CpGs	364bp	0.29	0.888	0.597	0.419	-0.0768	6.1e-74	U
chr14	68690838	68691331	20365467	20365487	Neuron	chr14:68690838-68691331	20CpGs	493bp	0.262	0.915	0.653	0.431	-0.0772	5.57e-68	U
chr8	73767360	73767713	13176838	13176850	Neuron	chr8:73767360-73767713	12CpGs	353bp	0.242	0.896	0.654	0.403	-0.0775	1.12e-65	U
chr16	11679239	11679470	21948933	21948941	Neuron	chr16:11679239-11679470	8CpGs	231bp	0.207	0.849	0.643	0.227	-0.0783	4.57e-37	U
chr2	46803550	46803628	2857313	2857320	Neuron	chr2:46803550-46803628	7CpGs	78bp	0.205	0.936	0.731	0.586	-0.0791	1.9e-92	U
chr1	244054590	244055086	2316076	2316098	Neuron	chr1:244054590-244055086	22CpGs	496bp	0.276	0.933	0.657	0.49	-0.0803	2.02e-84	U
chr4	53556431	53557573	6767779	6767787	Neuron	chr4:53556431-53557573	8CpGs	1142bp	0.213	0.874	0.661	0.235	-0.0808	6.22e-47	U
chr9	135102691	135103035	14948861	14948869	Neuron	chr9:135102691-135103035	8CpGs	344bp	0.33	0.836	0.506	0.216	-0.0815	1.07e-38	U
chr1	41671198	41671435	668202	668212	Neuron	chr1:41671198-41671435	10CpGs	237bp	0.241	0.936	0.695	0.484	-0.0831	3.23e-82	U
chr1	11483018	11483071	235796	235801	Neuron	chr1:11483018-11483071	5CpGs	53bp	0.177	0.842	0.665	0.285	-0.0843	6.14e-40	U
chr22	37052475	37052670	27578515	27578524	Neuron	chr22:37052475-37052670	9CpGs	195bp	0.321	0.851	0.529	0.0967	-0.0846	2.96e-23	U
chr1	112850489	112850572	1233331	1233339	Neuron	chr1:112850489-112850572	8CpGs	83bp	0.31	0.871	0.561	0.356	-0.0858	2.57e-58	U
chr17	32494907	32495234	23380122	23380134	Neuron	chr17:32494907-32495234	12CpGs	327bp	0.261	0.913	0.652	0.281	-0.0864	1.7e-58	U
chr5	141524017	141524478	8904604	8904613	Neuron	chr5:141524017-141524478	9CpGs	461bp	0.244	0.893	0.649	0.345	-0.0876	2.83e-51	U
chr9	138113553	138113821	15036051	15036067	Neuron	chr9:138113553-138113821	16CpGs	268bp	0.306	0.89	0.585	0.413	-0.0888	9.98e-73	U
chr12	123077930	123078415	18911215	18911233	Neuron	chr12:123077930-123078415	18CpGs	485bp	0.166	0.875	0.709	0.403	-0.0889	3.73e-46	U
chr11	66859207	66859391	17109253	17109261	Neuron	chr11:66859207-66859391	8CpGs	184bp	0.309	0.893	0.583	0.421	-0.0891	7.85e-67	U
chr2	186696186	186696951	4027054	4027060	Neuron	chr2:186696186-186696951	6CpGs	765bp	0.146	0.905	0.759	0.448	-0.0914	9.3e-60	U
chr5	58999640	59000438	8278169	8278184	Neuron	chr5:58999640-59000438	15CpGs	798bp	0.195	0.912	0.716	0.249	-0.0915	3.98e-55	U
chr1	240094130	240094195	2277784	2277789	Neuron	chr1:240094130-240094195	5CpGs	65bp	0.3	0.928	0.628	0.379	-0.0917	5.84e-78	U
chr8	144552250	144552444	13773235	13773251	Neuron	chr8:144552250-144552444	16CpGs	194bp	0.334	0.924	0.59	0.336	-0.0917	5.8e-66	U
chr11	133953967	133954944	17744171	17744187	Neuron	chr11:133953967-133954944	16CpGs	977bp	0.32	0.871	0.552	0.228	-0.0919	8.23e-53	U
chr10	11339955	11340117	15177222	15177230	Neuron	chr10:11339955-11340117	8CpGs	162bp	0.282	0.867	0.585	0.361	-0.094	1.3e-46	U
chr18	12655811	12656056	24249966	24249977	Neuron	chr18:12655811-12656056	11CpGs	245bp	0.215	0.903	0.687	0.368	-0.0941	4.91e-63	U
chr1	155869755	155870284	1533314	1533320	Neuron	chr1:155869755-155870284	6CpGs	529bp	0.186	0.877	0.691	0.355	-0.095	1.21e-52	U
chr2	240818077	240818206	4537749	4537754	Neuron	chr2:240818077-240818206	5CpGs	129bp	0.179	0.777	0.599	0.35	-0.0956	3.61e-41	U
chr4	2356221	2356411	6297500	6297508	Neuron	chr4:2356221-2356411	8CpGs	190bp	0.29	0.867	0.578	0.43	-0.097	3.66e-56	U
chr10	133570101	133570896	16422334	16422352	Neuron	chr10:133570101-133570896	18CpGs	795bp	0.311	0.716	0.405	0.0601	-0.0993	9.66e-11	U
chr16	70393561	70394045	22564818	22564826	Neuron	chr16:70393561-70394045	8CpGs	484bp	0.383	0.915	0.532	0.392	-0.0997	7.02e-67	U
chr19	42067974	42068311	25669734	25669739	Neuron	chr19:42067974-42068311	5CpGs	337bp	0.271	0.791	0.52	0.216	-0.0997	1.93e-32	U
chr16	314979	315035	21730422	21730428	Neuron	chr16:314979-315035	6CpGs	56bp	0.282	0.885	0.603	0.166	-0.1	1.46e-49	U
chr20	1919635	1919952	26004728	26004734	Neuron	chr20:1919635-1919952	6CpGs	317bp	0.266	0.826	0.56	0.213	-0.101	7.62e-35	U
chr1	2259829	2259995	59713	59724	Neuron	chr1:2259829-2259995	11CpGs	166bp	0.171	0.849	0.678	0.287	-0.102	7.45e-39	U
chr16	69937489	69937584	22556341	22556349	Neuron	chr16:69937489-69937584	8CpGs	95bp	0.287	0.904	0.617	0.324	-0.102	1.88e-51	U
chr4	6342872	6342946	6364141	6364146	Neuron	chr4:6342872-6342946	5CpGs	74bp	0.264	0.893	0.629	0.425	-0.103	1.43e-63	U
chr8	10259828	10260428	12584802	12584817	Neuron	chr8:10259828-10260428	15CpGs	600bp	0.303	0.923	0.62	0.443	-0.104	3.26e-75	U
chr12	2372220	2372399	17794978	17794983	Neuron	chr12:2372220-2372399	5CpGs	179bp	0.354	0.863	0.509	0.249	-0.104	5.9e-40	U
chr21	32604454	32604687	26998951	26998958	Neuron	chr21:32604454-32604687	7CpGs	233bp	0.31	0.824	0.515	0.104	-0.104	4.64e-24	U
chr12	67964	68380	17762244	17762249	Neuron	chr12:67964-68380	5CpGs	416bp	0.204	0.723	0.519	0.179	-0.105	7.36e-34	U
chr3	195246779	195246959	6190943	6190950	Neuron	chr3:195246779-195246959	7CpGs	180bp	0.296	0.929	0.633	0.387	-0.105	2.48e-73	U
chr17	79087029	79087112	24004076	24004082	Neuron	chr17:79087029-79087112	6CpGs	83bp	0.231	0.887	0.656	0.431	-0.105	1.14e-64	U
chr22	50326007	50326205	27840036	27840042	Neuron	chr22:50326007-50326205	6CpGs	198bp	0.214	0.836	0.621	0.362	-0.105	1.04e-42	U
chr9	138113851	138114125	15036067	15036079	Neuron	chr9:138113851-138114125	12CpGs	274bp	0.324	0.833	0.509	0.309	-0.106	1.08e-54	U
chr2	27026288	27026442	2668064	2668073	Neuron	chr2:27026288-27026442	9CpGs	154bp	0.293	0.872	0.579	0.364	-0.106	4.12e-57	U
chr14	64968153	64968471	20333890	20333898	Neuron	chr14:64968153-64968471	8CpGs	318bp	0.23	0.903	0.673	0.475	-0.106	4.08e-66	U
chr17	30711188	30711691	23355169	23355181	Neuron	chr17:30711188-30711691	12CpGs	503bp	0.112	0.784	0.672	0.343	-0.106	1.21e-36	U
chr6	44271527	44271772	9825713	9825720	Neuron	chr6:44271527-44271772	7CpGs	245bp	0.138	0.862	0.724	0.565	-0.106	6.62e-70	U
chr13	113046751	113046946	19886571	19886581	Neuron	chr13:113046751-113046946	10CpGs	195bp	0.297	0.879	0.582	0.327	-0.107	5.26e-53	U
chr7	155071499	155071554	12363176	12363182	Neuron	chr7:155071499-155071554	6CpGs	55bp	0.159	0.652	0.494	0.296	-0.108	3.45e-24	U
chr19	49692283	49692362	25817169	25817174	Neuron	chr19:49692283-49692362	5CpGs	79bp	0.272	0.83	0.558	0.224	-0.109	5.26e-38	U
chr19	11356592	11356714	25174965	25174971	Neuron	chr19:11356592-11356714	6CpGs	122bp	0.189	0.853	0.664	0.344	-0.109	7.01e-53	U
chr11	63812394	63812610	17041815	17041824	Neuron	chr11:63812394-63812610	9CpGs	216bp	0.226	0.934	0.709	0.525	-0.109	2.88e-81	U
chr1	39886662	39887439	645670	645675	Neuron	chr1:39886662-39887439	5CpGs	777bp	0.264	0.837	0.573	0.184	-0.109	1.16e-36	U
chr17	80468849	80468913	24037826	24037831	Neuron	chr17:80468849-80468913	5CpGs	64bp	0.251	0.794	0.544	0.304	-0.109	2.44e-44	U
chr20	62390139	62390396	26697198	26697205	Neuron	chr20:62390139-62390396	7CpGs	257bp	0.314	0.849	0.535	0.305	-0.11	5.48e-44	U
chr12	121155218	121155544	18873594	18873601	Neuron	chr12:121155218-121155544	7CpGs	326bp	0.272	0.873	0.6	0.31	-0.11	1.1e-55	U
chr12	6329576	6329640	17847055	17847066	Neuron	chr12:6329576-6329640	11CpGs	64bp	0.313	0.805	0.492	0.212	-0.11	2.27e-24	U
chr12	130576674	130576787	19014552	19014561	Neuron	chr12:130576674-130576787	9CpGs	113bp	0.201	0.864	0.663	0.438	-0.11	2.52e-54	U
chr15	82708279	82708777	21508375	21508383	Neuron	chr15:82708279-82708777	8CpGs	498bp	0.162	0.819	0.657	0.382	-0.111	6.92e-44	U
chr8	10150708	10151081	12583639	12583649	Neuron	chr8:10150708-10151081	10CpGs	373bp	0.366	0.911	0.544	0.321	-0.111	3.56e-61	U
chr1	155175581	155175915	1521531	1521539	Neuron	chr1:155175581-155175915	8CpGs	334bp	0.228	0.863	0.636	0.308	-0.113	4.03e-48	U
chr19	50542970	50543109	25837439	25837450	Neuron	chr19:50542970-50543109	11CpGs	139bp	0.172	0.843	0.671	0.364	-0.113	1.27e-44	U
chr11	11074752	11075005	16587428	16587435	Neuron	chr11:11074752-11075005	7CpGs	253bp	0.276	0.883	0.608	0.218	-0.113	1.85e-43	U
chr1	160090971	160091584	1576088	1576094	Neuron	chr1:160090971-160091584	6CpGs	613bp	0.259	0.86	0.601	0.268	-0.114	8.41e-43	U
chr19	5337458	5337557	25048644	25048650	Neuron	chr19:5337458-5337557	6CpGs	99bp	0.224	0.895	0.671	0.511	-0.114	9e-77	U
chr11	70651132	70651327	17183418	17183423	Neuron	chr11:70651132-70651327	5CpGs	195bp	0.363	0.932	0.569	0.377	-0.114	5.02e-69	U
chr15	82457697	82458952	21505027	21505043	Neuron	chr15:82457697-82458952	16CpGs	1255bp	0.321	0.8	0.48	0.141	-0.114	1.51e-28	U
chr19	40272391	40272777	25637739	25637754	Neuron	chr19:40272391-40272777	15CpGs	386bp	0.293	0.917	0.624	0.374	-0.114	8.11e-69	U
chr15	30059879	30060094	20962208	20962216	Neuron	chr15:30059879-30060094	8CpGs	215bp	0.22	0.861	0.641	0.362	-0.115	3.23e-51	U
chr17	7407119	7407280	23019330	23019339	Neuron	chr17:7407119-7407280	9CpGs	161bp	0.147	0.86	0.713	0.384	-0.117	1.22e-56	U
chrX	47615806	47616037	28289441	28289448	Neuron	chrX:47615806-47616037	7CpGs	231bp	0.366	0.869	0.504	0.362	-0.117	1.86e-55	U
chr1	25445760	25446679	446736	446741	Neuron	chr1:25445760-25446679	5CpGs	919bp	0.327	0.848	0.52	0.271	-0.118	2.48e-43	U
chr17	79544362	79544557	24014277	24014283	Neuron	chr17:79544362-79544557	6CpGs	195bp	0.249	0.809	0.561	0.327	-0.12	7.68e-46	U
chr12	48819525	48820175	18218172	18218181	Neuron	chr12:48819525-48820175	9CpGs	650bp	0.361	0.934	0.573	0.472	-0.121	1.33e-78	U
chr16	702134	702367	21745138	21745147	Neuron	chr16:702134-702367	9CpGs	233bp	0.232	0.789	0.558	0.307	-0.121	7.95e-56	U
chr9	130235662	130235810	14847310	14847316	Neuron	chr9:130235662-130235810	6CpGs	148bp	0.322	0.861	0.539	0.245	-0.121	1.35e-39	U
chr16	87606681	87607045	22795717	22795722	Neuron	chr16:87606681-87607045	5CpGs	364bp	0.296	0.843	0.547	0.257	-0.122	4.79e-51	U
chr9	129319456	129319630	14828068	14828076	Neuron	chr9:129319456-129319630	8CpGs	174bp	0.14	0.873	0.734	0.375	-0.122	1.52e-45	U
chr6	138430577	138430722	10481152	10481160	Neuron	chr6:138430577-138430722	8CpGs	145bp	0.226	0.898	0.672	0.151	-0.122	1.67e-46	U
chr19	36028454	36028613	25561883	25561889	Neuron	chr19:36028454-36028613	6CpGs	159bp	0.149	0.833	0.683	0.417	-0.123	4.42e-51	U
chr2	25977399	25978099	2652895	2652900	Neuron	chr2:25977399-25978099	5CpGs	700bp	0.25	0.864	0.614	0.386	-0.124	3.78e-51	U
chr4	175811037	175811376	7595025	7595031	Neuron	chr4:175811037-175811376	6CpGs	339bp	0.0881	0.869	0.781	0.451	-0.125	1.55e-52	U
chr18	55347194	55347408	24628075	24628084	Neuron	chr18:55347194-55347408	9CpGs	214bp	0.0751	0.884	0.809	0.616	-0.125	2.29e-46	U
chr3	10408641	10408767	4656895	4656900	Neuron	chr3:10408641-10408767	5CpGs	126bp	0.253	0.916	0.663	0.451	-0.125	1.47e-73	U
chr17	32494730	32494846	23380106	23380120	Neuron	chr17:32494730-32494846	14CpGs	116bp	0.0974	0.87	0.773	0.391	-0.125	2.65e-42	U
chr1	87958079	87958492	1046053	1046059	Neuron	chr1:87958079-87958492	6CpGs	413bp	0.313	0.877	0.565	0.293	-0.125	6.39e-40	U
chr18	76998257	76998320	24816143	24816150	Oligodend	chr18:76998257-76998320	7CpGs	63bp	0.107	0.951	0.845	0.752	0.622	3.57e-123	U
chr7	105565330	105565591	11927075	11927080	Oligodend	chr7:105565330-105565591	5CpGs	261bp	0.0698	0.949	0.88	0.74	0.603	7.83e-99	U
chr1	229482423	229482762	2167201	2167206	Oligodend	chr1:229482423-229482762	5CpGs	339bp	0.0853	0.923	0.838	0.741	0.596	4.07e-103	U
chr7	24865392	24865654	11115788	11115794	Oligodend	chr7:24865392-24865654	6CpGs	262bp	0.0743	0.926	0.851	0.67	0.588	8.94e-86	U
chr18	76998352	76998420	24816151	24816158	Oligodend	chr18:76998352-76998420	7CpGs	68bp	0.0907	0.92	0.83	0.723	0.583	1.38e-90	U
chr11	113234978	113235165	17517015	17517029	Oligodend	chr11:113234978-113235165	14CpGs	187bp	0.0386	0.925	0.887	0.749	0.575	1.8e-95	U
chr16	4471269	4471390	21855453	21855459	Oligodend	chr16:4471269-4471390	6CpGs	121bp	0.109	0.939	0.83	0.719	0.566	1.27e-105	U
chr17	60481943	60482071	23741831	23741838	Oligodend	chr17:60481943-60482071	7CpGs	128bp	0.0733	0.937	0.864	0.642	0.563	1.92e-82	U
chr7	119360065	119360133	12018803	12018809	Oligodend	chr7:119360065-119360133	6CpGs	68bp	0.107	0.929	0.822	0.682	0.562	1.27e-90	U
chr18	77001360	77001622	24816229	24816238	Oligodend	chr18:77001360-77001622	9CpGs	262bp	0.168	0.939	0.771	0.678	0.561	2.01e-110	U
chr20	38509379	38509456	26395224	26395230	Oligodend	chr20:38509379-38509456	6CpGs	77bp	0.0507	0.947	0.897	0.784	0.559	9.04e-105	U
chr6	17839508	17839796	9514754	9514761	Oligodend	chr6:17839508-17839796	7CpGs	288bp	0.07	0.924	0.854	0.686	0.558	7.96e-75	U
chrX	153479153	153479227	29132076	29132082	Oligodend	chrX:153479153-153479227	6CpGs	74bp	0.0764	0.906	0.83	0.633	0.557	2.55e-71	U
chr4	158855211	158855402	7477854	7477859	Oligodend	chr4:158855211-158855402	5CpGs	191bp	0.176	0.946	0.77	0.616	0.555	9.48e-100	U
chr4	2875931	2876052	6308134	6308140	Oligodend	chr4:2875931-2876052	6CpGs	121bp	0.0823	0.945	0.862	0.76	0.555	1.1e-117	U
chr14	33788113	33788503	20084812	20084824	Oligodend	chr14:33788113-33788503	12CpGs	390bp	0.0876	0.909	0.822	0.662	0.554	1.69e-82	U
chr17	41970438	41971011	23505050	23505061	Oligodend	chr17:41970438-41971011	11CpGs	573bp	0.106	0.913	0.807	0.691	0.553	3.48e-89	U
chr12	120514006	120514368	18863303	18863310	Oligodend	chr12:120514006-120514368	7CpGs	362bp	0.054	0.894	0.84	0.63	0.553	6.19e-62	U
chr1	20916695	20916823	376835	376841	Oligodend	chr1:20916695-20916823	6CpGs	128bp	0.118	0.939	0.821	0.661	0.55	2.2e-96	U
chr18	8639633	8639798	24201349	24201356	Oligodend	chr18:8639633-8639798	7CpGs	165bp	0.104	0.958	0.854	0.765	0.548	2.52e-131	U
chr20	423253	423485	25987053	25987059	Oligodend	chr20:423253-423485	6CpGs	232bp	0.14	0.928	0.788	0.679	0.546	5.65e-105	U
chr16	75095359	75095463	22622407	22622415	Oligodend	chr16:75095359-75095463	8CpGs	104bp	0.0638	0.926	0.862	0.654	0.543	1.14e-73	U
chr4	184786609	184786797	7677238	7677244	Oligodend	chr4:184786609-184786797	6CpGs	188bp	0.0971	0.932	0.835	0.666	0.543	1.94e-88	U
chr18	77005958	77006471	24816326	24816342	Oligodend	chr18:77005958-77006471	16CpGs	513bp	0.0743	0.908	0.833	0.671	0.539	1.7e-74	U
chr18	76998947	76999358	24816176	24816188	Oligodend	chr18:76998947-76999358	12CpGs	411bp	0.155	0.922	0.768	0.646	0.538	4.83e-98	U
chr15	44776320	44776396	21119710	21119717	Oligodend	chr15:44776320-44776396	7CpGs	76bp	0.117	0.914	0.796	0.602	0.535	1.64e-66	U
chr11	604874	605238	16443625	16443645	Oligodend	chr11:604874-605238	20CpGs	364bp	0.131	0.933	0.801	0.671	0.535	2.48e-96	U
chr2	110650292	110650791	3430203	3430210	Oligodend	chr2:110650292-110650791	7CpGs	499bp	0.111	0.945	0.834	0.736	0.532	3.92e-120	U
chr17	4109586	4109869	22961783	22961790	Oligodend	chr17:4109586-4109869	7CpGs	283bp	0.0871	0.946	0.859	0.79	0.531	5.61e-122	U
